Context.php?Start=115055377&End=115055379	compagnia a compagnia	Da 	compagnia a compagnia	 le condizioni possono variare sensibilmente.
Context.php?Start=122309366&End=122309368	faccia a faccia	Maria Latella, conduttrice della trasmissione"Venti alle venti"(Rai 3) aveva invitato entrambi per dare spazio a un 	faccia a faccia	 chiarificatore.
Context.php?Start=122350761&End=122350763	faccia a faccia	Nel gennaio'96, quando si svolse il primo 	faccia a faccia	 tra i due (in quel periodo Antonio Maccanico tentò, senza successo, di evitare il ricorso alle urne mettendo d'accordo i poli sulle riforme),"Porta a porta"ottenne un gradimento doppio: la trasmissione fu vista da cinque milioni di persone, pari al 34 per cento di share.
Context.php?Start=122484449&End=122484451	faccia a faccia	Così dice Mariangela D'Abbraccio: 	faccia a faccia	 con il Padre dei"Sei personaggi in cerca d'autore"di Luigi Pirandello.
Context.php?Start=122510027&End=122510029	faccia a faccia	In un angolo Gad Lerner, il conduttore che ha organizzato il 	faccia a faccia	, sorride soddisfatto:"Non hanno appianato le differenze, ma almeno c'è stato dialogo".
Context.php?Start=122585254&End=122585256	faccia a faccia	Un primo a 	faccia a faccia	 tra il giudice e la vedova Gavazzeni s'è consumato lo scorso febbraio.
Context.php?Start=122730240&End=122730242	faccia a faccia	Anche questo è un pó misterioso, perché è una sensazione contraddittoria, concreta e insieme terrificante, che lo mette 	faccia a faccia	 con la sua inguaribile e rimossa infelicità esistenziale.
Context.php?Start=122909872&End=122909874	faccia a faccia	Un primo 	faccia a faccia	 c'era già stato agli inizi di febbraio.
Context.php?Start=122914262&End=122914264	faccia a faccia	E in serata 	faccia a faccia	 Furet - Nolte A Napoli una giornata di duelli:"Ma chi è il vero liberale?
Context.php?Start=123195526&End=123195528	faccia a faccia	Ieri a Noordvijk il presidente del Consiglio Romano Prodi, il vice presidente del Consiglio Walter Veltroni e il nuovo inquilino di Downing Street, il leader laburista Tony Blair, si sono trovati 	faccia a faccia	, presenti anche il ministro degli Esteri Lamberto Dini e lo stesso Cook.
Context.php?Start=123377286&End=123377288	faccia a faccia	Ma è trapelato anche che Prodi e Fazio avrebbero avuto un 	faccia a faccia	.
Context.php?Start=123384488&End=123384490	faccia a faccia	Ma il 5 giugno, quando i due si incontrano 	faccia a faccia	, tutto cambia.
Context.php?Start=123467765&End=123467767	faccia a faccia	Ospiti sul palcoscenico del Teatro Parioli di Roma in un 	faccia a faccia	 il segretario di Rifondazione comunista Fausto Bertinotti e il segretario di Alleanza nazionale Gianfranco Fini, che commenteranno la situazione politica con particolare attenzione alle amministrative.
Context.php?Start=123634963&End=123634965	faccia a faccia	, 70 anni, stava uscendo dal suo appartamento del secondo piano quando, sulla porta, si è trovata 	faccia a faccia	 con uno sconosciuto armato di coltello.
Context.php?Start=123645896&End=123645898	faccia a faccia	Non ha tuttavia escluso il 	faccia a faccia	, alla presenza del mediatore dell'Onu, Mohammed Shanoun, che era stato previsto per stamattina.
Context.php?Start=123825684&End=123825686	faccia a faccia	Ma Carlo e Umberto Mauri, decisi a continuare la lotta cominciata dal padre, rilanciano la sfida:"Vogliamo un 	faccia a faccia	 pubblico con i vertici dell'Atm, a costo di chiudere baracca e burattini e di restare senza lavoro.
Context.php?Start=123879885&End=123879887	faccia a faccia	Alessio Corti, giovane organista milanese, scandisce questa sera (con due monumenti bachiani e una Passacaglia di Buxtehude) un avvincente"	faccia a faccia	".
Context.php?Start=123884607&End=123884609	faccia a faccia	Ricordo quando preparammo i due 	faccia a faccia	 primadelle elezioni.
Context.php?Start=123997325&End=123997327	faccia a faccia	Eppure"Memoria"è il tentativo di raccogliere le voci di questa riemersione, della lotta contro l'oblio, del 	faccia a faccia	 con lo spettro della morte a lungo serbato negli anfratti del ricordo.
Context.php?Start=124014457&End=124014459	faccia a faccia	Con un'instenza diventata eccessiva: sul posto di lavoro e fuoridai cancelli, al telefono e 	faccia a faccia	.
Context.php?Start=124108903&End=124108905	faccia a faccia	I candidati accettano il 	faccia a faccia	 pubblico Ultimo sondaggio, il Polo non vola Albertini in vantaggio, ma Formentini gli ruba voti e si avvicina a Fumagalli Sondaggi, la puntata finale.
Context.php?Start=124345092&End=124345094	faccia a faccia	Merchant dovrà però affrontare in un imbarazzante 	faccia a faccia	 i responsabili del partito, decisi a liberarsi dell'imbarazzante parlamentare.
Context.php?Start=124592340&End=124592342	faccia a faccia	18 03 1997 Craxi Bettino DOPING - Di Terlizzi di nuovo ascoltataPesante 	faccia a faccia	 ieri alla Procura antidoping tra la Di Terlizzi e il medico del prelievo"manomesso", Santelli.
Context.php?Start=124615024&End=124615026	faccia a faccia	- PUBBLICATO - LA ROMA DOPO LA SCONFITTA TITOLO: Giallorossi a rapporto da Sensi - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Il presidente Sensi forse già oggi, scenderà a Trigoria per un duro 	faccia a faccia	 con la squadra dopo l'umiliazione di sabato patita contro la Juventus.
Context.php?Start=124682173&End=124682175	faccia a faccia	Le apparenze però non devono trarre in inganno: l'Italia non è neutrale rispettoal Consiglio di stabilità così come esce dal 	faccia a faccia	 Arthuis - Waigel.
Context.php?Start=124800788&End=124800790	faccia a faccia	07 03 1997 Caprara Maurizio - Primadel vertice con i sei ministri un 	faccia a faccia	 tra premier e presidente della Repubblica.
Context.php?Start=124803182&End=124803184	faccia a faccia	Il segretario di Rifondazione dopo aver incontrato Prodi ha avuto un 	faccia a faccia	 anche con il vicepresidente del Consiglio Walter Veltroni.
Context.php?Start=125067450&End=125067452	faccia a faccia	Ma il premier: la maggioranza non cambia Cofferati attacca l'esecutivo e la sinistra su salari flessibili e Stato sociale: parte un'ovazione dalla platea dei delegati Pds ROMA - Un'ora e mezzo 	faccia a faccia	 a palazzo Chigi: Prodi e Berlusconi discutono della proposta del Cavaliere di un patto tra maggioranza e opposizione per entrare in Europa.
Context.php?Start=125067739&End=125067741	faccia a faccia	Il 	faccia a faccia	 tra il capo del governo e il leader del Polo tutto è fuorché un colpo di teatro.
Context.php?Start=125359850&End=125359852	faccia a faccia	Le rassicurazioni del leader azzurro non sono bastate a fare tornare il sereno tra gli alleati Berlusconi - Fini, 	faccia a faccia	 senza sorrisi"Nessun accordo sottobanco con D'Alema".
Context.php?Start=125483514&End=125483516	faccia a faccia	Alle 19 il 	faccia a faccia	 di lavoro con Prodi seguito dalla cena ufficiale, dove,"non ci saranno leader di partito".
Context.php?Start=125862902&End=125862904	faccia a faccia	15 01 1997 Cremonesi Lorenzo - Quinto 	faccia a faccia	 sui confini dell'Autonomia palestinese.
Context.php?Start=125862962&End=125862964	faccia a faccia	"Il ritiro da Hebron può essere vicino"DAL NOSTRO INVIATO GERUSALEMME - Benjamin Netaniahu e Yasser Arafat si sono trovati 	faccia a faccia	 nel mezzo della notte per cercare di concludere l'accordo per il ritiro israeliano dalla città di Hebron.
Context.php?Start=125863227&End=125863229	faccia a faccia	Questo sarà il quinto 	faccia a faccia	 tra i due leader.
Context.php?Start=125926820&End=125926822	faccia a faccia	Le trattative informali, assicurano fonti vicine al Palazzo, in realtà non si sono mai completamente interrotte dopo il primo incontroa 	faccia a faccia	 fra Cerpa e Palermo il 28 dicembre.
Context.php?Start=126488362&End=126488365	faccia a faccia	Da domani, gli ispettori saranno a Roma per i primi incontri con il ministero del Tesoro e la Banca d'Italia, mentre il  	faccia a faccia	 > con Visco avrà luogo lunedì prossimo.
Context.php?Start=126669385&End=126669387	faccia a faccia	Nel 	faccia a faccia	 svoltosi a Palazzo Chigi tra Fischler e Prodi martedì scorso, il capo dell'Esecutivo non ha usato mezzi termini affermando che l'Italia non ha intenzione di essere penalizzata su importanti settori produttivi, quale il latte, l'olio, la zootecnia e i prodotti mediterranei in generale.
Context.php?Start=127268852&End=127268855	faccia a faccia	20-09-97 La legge sulla privacy  	faccia a faccia	 > con il diritto di cronaca A.
Context.php?Start=127889825&End=127889827	faccia a faccia	Franco Miroglio, amministratore delegato dell'omonimo gruppo tessile - che il mese scorso ha inaugurato in provincia di Taranto due nuovi stabilimenti con 400 occupati - ripropone la sua ricetta per il Sud in un 	faccia a faccia	 con Agostino Megale, segretario generale della Filtea - Cgil.
Context.php?Start=128276250&End=128276252	faccia a faccia	D'Alema non ha voluto perdere l'occasione del 	faccia a faccia	 con un autorevole rappresentante dell'imprenditoria italiana per porre sul tappeto un altro problema: quello della riforma del capitalismo.
Context.php?Start=128427948&End=128427950	faccia a faccia	Un 	faccia a faccia	 tra il gigante di Hong Kong, Hutchinson Wampoa, e la stessa Sinport (Fiatimpresit) sembra per altro riproporsi a Venezia.
Context.php?Start=128488978&End=128488980	faccia a faccia	Intanto mercoledì ci sarà a Bruxelles il primo 	faccia a faccia	 tra il commissario alla concorrenza Ue, Karel Van Miert, e i nuovi vertici della Stet.
Context.php?Start=128653721&End=128653723	faccia a faccia	30-04-97 Mediazione americana nello Zaire - Presto un incontro Mobutu - Kabila LUBUMBASHI - Le pressioni internazionali, in particolare a opera di Stati Uniti e Sudafrica, sembrano aver convinto il presidente dello Zaire, Mobutu Sese Seko, a incontrare i leader dei ribelli Laurent Desirè Kabila, anchese non è chiaro se l'interpretazione del 	faccia a faccia	 fornita da Kabila sia veramente condivisa dal capo di Stato zairese.
Context.php?Start=129041446&End=129041448	faccia a faccia	Un 	faccia a faccia	 tutto personale come fa Ciampa e come, in modo ancora più intimo, compie Paul Claudel con Via Crucis, una lettura - confessione intensa dell''ecce Homò.
Context.php?Start=129049102&End=129049104	faccia a faccia	Attratti dai nuovi mestieri come il marketing televisivo illustrato oggi da Publitalia, o il non profit, e da quelle tradizionali, visto il buon successo dell'incontro sulla professione dell'avvocato e il 	faccia a faccia	 in videoconferenza con il presidente della Borsa di New York.
Context.php?Start=129136960&End=129136962	faccia a faccia	Di nuovo c'è proprio il fatto che per la prima volta Rifondazione comunista si sia seduta attornoa un tavolo con tutte le altre forze che sostengono il Governo e non in un più semplice 	faccia a faccia	 con il presidente del Consiglio.
Context.php?Start=130222730&End=130222732	faccia a faccia	"La Turchia è un'ardente sostenitrice del processo di pace che ha messo fine a secoli di ostilità - ha detto al termine di un 	faccia a faccia	 con Khatami - creando una possibilità che non deve andare perduta acausadi errori.
Context.php?Start=130233370&End=130233372	faccia a faccia	Comincia così il"	faccia a faccia	"tra i due grandi registi del brivido.
Context.php?Start=130404023&End=130404025	faccia a faccia	Una questione affrontata nell'ufficio del sindaco, dai capigruppo che, dopo il 	faccia a faccia	 fra Castellani (affiancato dall'assessore ai Servizi sociali Lepri) con la delegazione del quartiere, ha pure incontrato i"contestatori".
Context.php?Start=130447593&End=130447595	faccia a faccia	Anche perché Francesca Calvo e Mario Ivaldi almeno un punto in comune ce l'hanno: il carattere"forte", come hanno dimostrato nei numerosi 	faccia a faccia	 in cui tutti e due volevano avere l'ultima parola.
Context.php?Start=130485713&End=130485715	faccia a faccia	Poi un 	faccia a faccia	 con Sergio Cusani, intervistato a San Vittore; con la madre di Silvio Berlusconi, Rosella, con l'oncologo Umberto Veronesi; Maurizio Costanzo e Maria De Filippi; l'esploratore Walter Bonatti affiancato dalla moglie Rossana Podestà e il segretario del pds Massimo D'Alema.
Context.php?Start=130505687&End=130505689	faccia a faccia	Il 	faccia a faccia	 si è concluso solo a tarda notte, alle 21.45.
Context.php?Start=130546691&End=130546693	faccia a faccia	VESCOVI Principali trasmissioni della nuova tivù dei vescovi che partirà a gennaio: Torneo veritas, quiz Anni Cinquanta a premi con domande sul cristianesimo; Cineparrocchia, concorso cinematografico sul miglior documentario girato in parrocchia; Il confronto, 	faccia a faccia	 tra un laico e un cattolico su temi d'attualità.
Context.php?Start=130564208&End=130564210	faccia a faccia	25 11 1997"Nuova accusa fantasiosa e offensiva"Brescia, Di Pietro non si presenterà Pacini e D'Adamo 	faccia a faccia	 Le versioni restano inconciliabili BRESCIA.
Context.php?Start=130564431&End=130564433	faccia a faccia	Il 	faccia a faccia	 tra Pacini Battaglia e D'Adamo, cui ha assistito anche il procuratore Andrea Tarquini, si sarebbe svolto in un clima che il legale ha definito sereno, ferme restando le incompatibilità delle due posizioni.
Context.php?Start=130749959&End=130749961	faccia a faccia	Trocchia e Sommese sono stati messi a confronto, un drammatico 	faccia a faccia	 tra i due cognati andato in scena nel dialetto stretto dell'entroterra napoletano, nel quale Gregorio ha ribadito le sue accuse"con estrema sicurezza", mentre Pio ha continuato a negare, ripetendo quanto già detto e senza aggiungere nulla che potesse smentire il cognato.
Context.php?Start=130796868&End=130796870	faccia a faccia	Un 	faccia a faccia	 c'è stato con il ministro della Giustizia Flick, che già oggi potrebbe ricevere il rapporto sui fatti venuti alla luce la scorsa settimana.
Context.php?Start=131148301&End=131148303	faccia a faccia	L'ultimo 	faccia a faccia	 si è svolto sabato, nel carcere di Opera.
Context.php?Start=131242372&End=131242374	faccia a faccia	- LOS ANGELES QUELLO del comico che quando esce dai suoi personaggi e lo si incontra 	faccia a faccia	 è in realtà un uomo, serio, pensoso e articolato è un cliché così abusato che riproporlo è quasi imbarazzante.
Context.php?Start=131396755&End=131396757	faccia a faccia	Di Matteo e La Barbera sono stati ascoltati per 12 ore: poi Di Maggio e La Barbera sono stati messi 	faccia a faccia	.
Context.php?Start=131534055&End=131534057	faccia a faccia	11 10 1997 RETROSCENA LA STRATEGIA DELLA QUERCIA D'Alema: meglio votare Fausto vuole solo prendere tempo ROMA RACCONTANO che verso la fine della settimana scorsa, per essere più precisi alla vigilia del 	faccia a faccia	 D'Alema - Fini al convegno dei giovani industriali a Capri, un messaggero di Silvio Berlusconi di prim'ordine, Beppe Pisanu, abbia recapitato ad un esponente di primo piano del pds un messaggio che conteneva una mezza proposta.
Context.php?Start=131542422&End=131542424	faccia a faccia	D'ora in poi, dopo il 	faccia a faccia	 di ieri, i loro sguardi non si incroceranno più, al massimo in pista in una eventuale fase di sorpasso.
Context.php?Start=131621835&End=131621837	faccia a faccia	07 10 1997 Tangentopoli siciliana, la procura di Palermo: tra gli indagati per lo scandalo non ci sono magistrati Salamone, al giudice le prime verità Sentito 6 ore sui legami mafia - politici PALERMO DAL NOSTRO CORRISPONDENTE Un 	faccia a faccia	 di sei ore tra i giudici e Filippo Salamone, presunto deus ex machina della Tangentopoli siciliana per migliaia di miliardi.
Context.php?Start=131653522&End=131653524	faccia a faccia	Ma di questo 	faccia a faccia	 non c'è nessuna conferma.
Context.php?Start=131663481&End=131663483	faccia a faccia	Il quale leader di Rifondazione ha rinviato la decisione definitiva alla direzione del suo partito che precederà di qualche ora il 	faccia a faccia	 con Prodi.
Context.php?Start=131680922&End=131680924	faccia a faccia	Javier Solana, segretario generale della Nato, è stato protagonista di un inatteso 	faccia a faccia	 con Ramon Mantovani, responsabile Esteri di Rifondazione, durante una tavola rotonda organizzata dal Cespi.
Context.php?Start=131724994&End=131724996	faccia a faccia	Al pessimismo del premier risponde il tentativo di D'Alema, che dopo un 	faccia a faccia	 con il premier vuole incontrare Bertinotti.
Context.php?Start=131729546&End=131729548	faccia a faccia	Nessuna dichiarazione dopo il breve 	faccia a faccia	, ma il tema della conversazione è facilmente intuibile.
Context.php?Start=131889575&End=131889577	faccia a faccia	Fin quando non vedi Di Pietro e Ferrara 	faccia a faccia	, puoi immaginare e raccontare di tutto, ma quando li vedi, la cosa è quella, è finita lì.
Context.php?Start=132175506&End=132175508	faccia a faccia	Nel 	faccia a faccia	 con il segretario della Cgil Cofferati al Maurizio Costanzo Show, Bertinotti prima ha detto di apprezzare Prodi per la correttezza istituzionale dimostrata quando ha detto che se la maggioranza si rompe, lui ne trarrebbe le conseguenze.
Context.php?Start=132500335&End=132500337	faccia a faccia	Così come non c'è stato un 	faccia a faccia	 specifico con Bertinotti: Ci siamo sentiti al telefono, dovrò incontrarlo la settimana prossima, conferma Prodi.
Context.php?Start=132500736&End=132500738	faccia a faccia	Le spiattellerà al leader di Rifondazione al vertice decisivo del prossimo 3 settembre: Per adesso la sua linea mi sembra la solita: dichiarazioni pubbliche molto dure, poi si tratta di mettersi a tavolino, a discutere 	faccia a faccia	.
Context.php?Start=132654360&End=132654362	faccia a faccia	Ricordando che il Toro - scudetto uscì malamente dalla Coppa e poi vinse il titolo... Oggi, a Orbassano, nel 	faccia a faccia	 con la squadra, Souness chiederà spiegazioni ai suoi: è furioso per gli errori commessi dai singoli più che per la tattica interpretata in modo approssimativo e lacunoso, e intensificherà il lavoro su fondamentali e schemi.
Context.php?Start=132657765&End=132657767	faccia a faccia	I due concorrenti siedono 	faccia a faccia	 su sgabelli sinuosamente scolpiti: a me viene dato quello con il simbolo del Gye Nyame, l'onnipresenza e l'onnipotenza di Dio.
Context.php?Start=132988858&End=132988860	faccia a faccia	Il 	faccia a faccia	 è durato circa tre ore, ma nessuno si è spostato di una virgola dalle posizioni di prima.
Context.php?Start=133278479&End=133278481	faccia a faccia	Il procuratore di Tortona Aldo Cuva li aveva definiti così, subito dopo i primi interrogatori, le prime ore passate 	faccia a faccia	 con quei ragazzi accusati di omicidio volontario.
Context.php?Start=133296562&End=133296564	faccia a faccia	Ma sarebbe ingrato non ricordare che proprio il Mulino Bianco (così candido graziealle lastre di polistirolo che rivestivano i muri per esigenze scenografiche) è diventato nel corso degli anni una vera attrazione turistica, che ha convogliato verso Chiusdino carovane di turisti desiderosi di trovarsi 	faccia a faccia	 con un protagonista della pubblicità.
Context.php?Start=133344098&End=133344100	faccia a faccia	L'insolito 	faccia a faccia	 è stato preparato con cura graziea Francesco Demitry, ex gesuita, un passato a Botteghe Oscure, ai tempi di Berlinguer, finoallo strappo del prc.
Context.php?Start=133346457&End=133346459	faccia a faccia	È normale che il capo del governo e il governatore si incontrino spesso, anchese i rapporti tra loro non sono eccellenti; solo quando presidente del Consiglio era Giulio Andreotti, e a via Nazionale comandava Carlo Azeglio Ciampi, un 	faccia a faccia	 non ci fu mai.
Context.php?Start=133358391&End=133358393	faccia a faccia	A oggi, allora, per il primo 	faccia a faccia	 con il suo agente.
Context.php?Start=133491186&End=133491188	faccia a faccia	Gestendo praticamente da solo il 	faccia a faccia	 con i suoi colleghi, prima ha raccolto il consenso di tutti sulla priorità strategica del rafforzamento del fianco Sud - Est.
Context.php?Start=133491778&End=133491780	faccia a faccia	Andrei volentieri a fare il ministro dell'Interno: lo dice il presidente di Rifondazione Comunista, Armando Cossutta, rispondendo a una domanda di Bruno Vespa durante un 	faccia a faccia	 con Walter Veltroni alla Festa di Liberazione, allo stadio Flaminio.
Context.php?Start=133588959&End=133588961	faccia a faccia	Era la prima volta che l'ispettore Nicola Liso e l'agente Riccardo Francucci, accusati di lesioni gravi (sono entrambi agli arresti domiciliari) si trovavano 	faccia a faccia	 con il loro accusatore Mulas, tossicodipendente di 28 anni.
Context.php?Start=133589223&End=133589225	faccia a faccia	E l'ha ripetuto prima davanti Liso e poi 	faccia a faccia	 con Francucci.
Context.php?Start=133589322&End=133589324	faccia a faccia	Ma Mulas nel 	faccia a faccia	 non ha mollato di un millimetro.
Context.php?Start=133688679&End=133688681	faccia a faccia	Il dibattito 	faccia a faccia	 fra i due leader, con cui si è chiusa mercoledì sera la campagna elettorale, ha avuto in Bruton un vincitore forse scomodo per gli scenari pazientemente costruiti dalla stampa attornoai sondaggi.
Context.php?Start=133833859&End=133833861	faccia a faccia	È vero che c'è stato un duro 	faccia a faccia	 quest'inverno?
Context.php?Start=133979726&End=133979728	faccia a faccia	Il programma dei dibattiti ai Giardini Reali prevede inoltre il 5 luglio la conferenza di Moni Ovadia - massimo interprete della musica e della comicità yiddish - e un 	faccia a faccia	 con David Riondino il 6 luglio, primadel concerto che lo stesso Riondino terrà in piazzetta Mollino.
Context.php?Start=134388949&End=134388951	faccia a faccia	Decisivo il 	faccia a faccia	 tra Cavaliere e leader pds Premier, Berlusconi apre a D'Alema Spesa sociale, vertice segreto governo - sindacati ROMA.
Context.php?Start=134388991&End=134388993	faccia a faccia	Il 	faccia a faccia	 tra Cavaliere e leader pds sembra rasserenare il clima politico, creando le condizioni per un'intesa sulla nuova forma di governo, a condizione - come fanno sapere Fini e Buttiglione - che sia prevista l'elezione diretta del capo del governo.
Context.php?Start=134390132&End=134390134	faccia a faccia	28 05 1997 Il Cavaliere media nel Polo: An potrebbe accettare il premierato incambiodelle primarie D'Alema - Berlusconi, l'ultimo incontro Oggi il 	faccia a faccia	 per salvare la Bicamerale ROMA.
Context.php?Start=134390259&End=134390261	faccia a faccia	La vicenda si è talmente ingarbugliata - e non solo tra Polo e Ulivo, ma anche all'interno degli stessi schieramenti - che ormai le speranze di raggiungere una soluzione sono affidate a un 	faccia a faccia	 tra i due protagonisti della politica italiana: Massimo D'Alema e Silvio Berlusconi.
Context.php?Start=134408726&End=134408728	faccia a faccia	Il polemico 	faccia a faccia	, l'altra sera durante un programma dedicato alla Champions League.
Context.php?Start=134586485&End=134586487	faccia a faccia	Antonio Di Pietro ed Emilio Fede 	faccia a faccia	 per una querela, del primo contro il secondo, raggiungono vette d'ineguagliabile spettacolarità.
Context.php?Start=134762991&End=134762993	faccia a faccia	Il 	faccia a faccia	 nel dopo partita fra Moggi e Pasqualin, procuratore di Del Piero, crea altri piccoli malumori.
Context.php?Start=134777886&End=134777888	faccia a faccia	Non l'ho più visto dall'ultimo''	faccia a faccia	'', venerdì sera - dice -.
Context.php?Start=134799849&End=134799851	faccia a faccia	Il 4 aprile, per la prima volta 	faccia a faccia	 con Mobutu, Kabila aveva rifiutato di stringergli la mano e il colloquio si era risolto con un nulla di fatto.
Context.php?Start=134804125&End=134804127	faccia a faccia	Fermato anche l'ideologo Un blitz blocca i pirati di San Marco In cella gli 8 uomini del commando, uno è grave VENEZIA DAL NOSTRO INVIATO L'assalto a San Marco finisce alle 8,30 in un grottesco 	faccia a faccia	 tra un ufficiale siciliano dei Gis e un terrorista che parla in veneto stretto.
Context.php?Start=134861284&End=134861286	faccia a faccia	E un 8 per cento inpiù non è da tutti, è segnale di bel tempo: lo spiega il presidente dell'Upa, Giulio Malgara, in un 	faccia a faccia	 con il presidente dell'Assap, Antonio Contri.
Context.php?Start=134906378&End=134906380	faccia a faccia	Albertini rifiuta un 	faccia a faccia	 con l'avversario Bertinotti: voto libero a Milano e Trieste Cossutta: Il suicida Fumagalli non avrà appoggi ballot, local elections, home politics Bossi vota il Polo?
Context.php?Start=134907121&End=134907123	faccia a faccia	È di ieri la notizia che Gabriele Albertini, in campo con i colori del Polo, ha rifiutato l'invito della trasmissione Iceberg di Telelombardia per partecipare ad un 	faccia a faccia	 con Aldo Fumagalli (Ulivo).
Context.php?Start=134941473&End=134941475	faccia a faccia	Durante la conferenza stampa, si augura che Castellani cambi atteggiamento nei 	faccia a faccia	.
Context.php?Start=135026929&End=135026931	faccia a faccia	E oggi in tv va in scena il primo 	faccia a faccia	 Costa - Castellani.
Context.php?Start=135052645&End=135052647	faccia a faccia	Se si vuole trasformare questo giro di consultazioni in un test di controllo sulla credibilità del governo Prodi, occorrerà attendere i ballottaggi, fra due settimane, e osservare i risultati del 	faccia a faccia	 tra i principali candidati.
Context.php?Start=135360408&End=135360410	faccia a faccia	15 04 1997 TO - INCONTRA Duello Castellani - Costa Terzo 	faccia a faccia	 questa sera (ore 21, centro Incontri della Cassa di Risparmio, corso Stati Uniti 23) tra Valentino Castellani, sindaco uscente riproposto dall'Ulivo, e Raffaele Costa, aspirante alla successione per il centro - destra.
Context.php?Start=135437143&End=135437145	faccia a faccia	11 04 1997 E oggi sfilata di leader: Dini, Bertinotti, Irene Pivetti e Alessandra Mussolini Sicurezza, match Castellani - Costa Il 	faccia a faccia	 alla Confesercenti sui guai che affliggono i commercianti ARRIVANO i big.
Context.php?Start=135451694&End=135451696	faccia a faccia	Ancora per la serie Incontra il tuo cantante, a Veronica One (via Madama Cristina 29) sono ancora disponibili gli inviti per il pomeriggo di venerdì 18 aprile, quando la discoteca Patio (corso Moncalieri 346) ospiterà alle 15,30 un 	faccia a faccia	 fra il pubblico e due rivelazioni sanremesi, gli (i?
Context.php?Start=135477682&End=135477684	faccia a faccia	Suppergiù nelle stesse ore, a via del Plebiscito, Berlusconi ha un 	faccia a faccia	 con Fini, per ridurlo a più miti consigli.
Context.php?Start=135485297&End=135485299	faccia a faccia	Un fulmine, tuttavia, che non ha messo a tacere le altre polemiche della campagna: l'esplosivo 	faccia a faccia	 fra Neil Hamilton, il conservatore accusato di avere accettato bustarelle, e il giornalista Martin Bell che gli si oppone come mister mani pulite; la polemica attornoal vertice straordinario che i partner europei avrebbero in animo di convocare per il 23 maggio ma soltanto incasodi vittoria di Blair; le accuse a Blair di eliminare ad uno ad uno gli esponenti della vecchia guardia laborista, promettendo loro l'ermellino dei Lord.
Context.php?Start=135485770&End=135485772	faccia a faccia	Ieri il deputato inquisito ha affrontato 	faccia a faccia	, poche ore primadella riunione di partito che avrebbe deciso il suo futuro, lo sfidante morale Martin Bell.
Context.php?Start=135563693&End=135563695	faccia a faccia	È il tempo soprattutto della responsabilità: il che implica un confronto senza ipocrisie dentro la coalizione di governo, un 	faccia a faccia	 senza riserve.
Context.php?Start=135694358&End=135694360	faccia a faccia	In attesa di definire la lista, Fumagalli ha preferito rinviare il debutto televisivo, un 	faccia a faccia	 con Albertini condotto da Bruno Vespa.
Context.php?Start=135770084&End=135770086	faccia a faccia	Per la segreteria di corso Regina non c'è che una strada: accordo programmatico, 	faccia a faccia	 su piano regolatore e privatizzazioni, e, trovata l'intesa, l'apparentamento.
Context.php?Start=135901399&End=135901401	faccia a faccia	E oggi, ore 18, salvo defezioni dell'ultima ora, ci sarà il primo 	faccia a faccia	 fra Castellani, Costa e il leghista Comino, organizzato dall'Associazione di via Vanchiglia presso l'Associassion Piemonteisa (via Vanchiglia 6).
Context.php?Start=136036632&End=136036634	faccia a faccia	) diventa realtà: dopo anni di proteste, dibattiti e 	faccia a faccia	 con i dirigenti comunali buona parte dei negozianti del centro hanno deciso: spegneranno le loro insegne e scenderanno in piazza anche ogni settimana se è necessario, acominciaredalla prossima settimana contro quella rivoluzione alla viabilità che giudicano un killer per registratori di cassa.
Context.php?Start=136090966&End=136090968	faccia a faccia	È interessante perché il Cantautore si trova 	faccia a faccia	 con la sua storia tutta intera; anche con quelli che l'hanno amato in una stagione lontanissima, e poi sono andati per i sentieri amari della vita non sapendo di portarselo dentro, lui con le sue canzoni, mentre gli anni passano e s'ingrigivano i capelli e le illusioni.
Context.php?Start=136187060&End=136187062	faccia a faccia	08 03 1997 Convegno alla Cgil con Trentin e Ingrao che ribatte: riduciamo l'orario Per il lavoro è una goccia nel mare Il professor Deaglio sulle misure del governo Pietro Ingrao, Bruno Trentin e Mario Deaglio 	faccia a faccia	, ieri nel salone delle conferenze della Cgil, in via Pedrotti.
Context.php?Start=136344064&End=136344066	faccia a faccia	Lo ha detto in un 	faccia a faccia	 con il deputato verde Marco Boato per il settimanale Panorama, che ne ha anticipato il testo.
Context.php?Start=136504775&End=136504777	faccia a faccia	E se qualcuno pensava che con Prima serata potesse avvenire il primo 	faccia a faccia	 tra il sindaco Castellani e il quasi candidato del Polo, Costa, è rimasto deluso.
Context.php?Start=136697989&End=136697991	faccia a faccia	13 02 1997 Rinvio"auspicabile"sia per D'Alema sia per il Cavaliere, ma non c'è alcuna proposta Comunali, cresce il"partito d'autunno"E slitta ancora il 	faccia a faccia	 Prodi - Berlusconi act, agreement ROMA.
Context.php?Start=136851089&End=136851091	faccia a faccia	07 02 1997 A Bonn colloquio"positivo e rassicurante"sull'ingresso dell'Italia nell'Unione Monetaria Kohl - D'Alema, due ore 	faccia a faccia	"Bruciato"a sorpresa il premier:"Ma l'avevo avvertito"BONN DAL NOSTRO INVIATO"Signor Cancelliere...".
Context.php?Start=136894552&End=136894554	faccia a faccia	Alle 7 il 	faccia a faccia	 con Prodi a Villa Madama, a cui è seguito il pranzo ufficiale con gli esponenti del governo italiano (c'erano Veltroni e Napolitano, Ciampi e Dini).
